id_avaliacao,id_funcionario,data_avaliacao,comunicacao,trabalho_equipe,qualidade_entrega,proatividade,lideranca,nota_final,observacao
592,193,2024-06-30,7.2,7.2,6.8,7.4,8.7,7.5,Desempenho dentro do esperado.
593,193,2024-12-31,6.0,8.2,7.6,5.9,8.9,7.3,Desempenho dentro do esperado.
594,193,2025-06-30,7.1,8.8,8.0,8.2,8.0,8.0,Desempenho dentro do esperado.
595,193,2025-12-31,6.6,8.6,6.4,8.5,6.9,7.4,Desempenho dentro do esperado.
596,194,2024-06-30,7.4,6.0,7.2,5.2,6.9,6.5,Desempenho dentro do esperado.
597,194,2024-12-31,8.2,6.7,5.0,6.9,7.1,6.8,Desempenho dentro do esperado.
598,194,2025-06-30,6.0,6.0,5.4,8.1,7.8,6.7,Desempenho dentro do esperado.
599,194,2025-12-31,6.3,8.3,5.9,6.0,7.3,6.8,Desempenho dentro do esperado.
600,195,2024-06-30,5.2,7.7,6.4,10.0,9.0,7.7,Desempenho dentro do esperado.
601,195,2024-12-31,8.6,7.8,5.3,9.1,7.8,7.7,Desempenho dentro do esperado.
602,195,2025-06-30,5.1,7.4,8.1,8.6,6.2,7.1,Desempenho dentro do esperado.
603,195,2025-12-31,6.0,8.3,8.0,7.4,8.5,7.6,Desempenho dentro do esperado.
604,196,2024-06-30,9.8,6.0,7.8,7.3,,7.7,Desempenho dentro do esperado.
605,196,2024-12-31,6.1,7.4,8.0,7.3,,7.2,Desempenho dentro do esperado.
606,196,2025-06-30,6.9,7.2,6.8,7.4,,7.1,Desempenho dentro do esperado.
607,196,2025-12-31,8.4,8.7,7.7,7.5,,8.1,Desempenho dentro do esperado.
608,197,2025-12-31,7.6,3.9,6.3,6.1,,6.0,Desempenho dentro do esperado.
609,198,2024-06-30,8.7,7.2,7.4,6.6,5.3,7.0,Desempenho dentro do esperado.
610,198,2024-12-31,6.0,7.0,8.3,6.5,5.2,6.6,Desempenho dentro do esperado.
611,198,2025-06-30,7.0,5.9,8.2,8.4,6.9,7.3,Desempenho dentro do esperado.
612,198,2025-12-31,7.9,9.8,6.9,7.3,8.8,8.1,Desempenho dentro do esperado.
613,199,2024-06-30,7.3,6.8,7.5,8.7,,7.6,Desempenho dentro do esperado.
614,199,2024-12-31,6.8,7.3,9.4,5.9,,7.3,Desempenho dentro do esperado.
615,199,2025-06-30,6.6,5.7,5.3,8.2,,6.4,Desempenho dentro do esperado.
616,199,2025-12-31,7.3,8.2,8.7,5.9,,7.5,Desempenho dentro do esperado.
617,200,2025-12-31,7.2,8.2,7.6,6.8,,7.4,Desempenho dentro do esperado.
618,201,2024-06-30,6.4,8.4,8.2,6.7,,7.4,Desempenho dentro do esperado.
619,201,2024-12-31,7.9,8.5,7.7,6.5,,7.7,Desempenho dentro do esperado.
620,201,2025-06-30,5.5,9.5,8.7,7.5,,7.8,Desempenho dentro do esperado.
621,201,2025-12-31,6.3,5.3,8.8,7.0,,6.8,Desempenho dentro do esperado.
622,202,2024-06-30,7.0,8.2,6.6,6.7,,7.1,Desempenho dentro do esperado.
623,202,2024-12-31,6.4,6.5,7.3,8.0,,7.0,Desempenho dentro do esperado.
624,202,2025-06-30,5.7,5.7,9.5,6.4,,6.8,Desempenho dentro do esperado.
625,202,2025-12-31,4.9,6.5,6.7,6.5,,6.2,Desempenho dentro do esperado.
626,203,2025-06-30,6.6,7.3,7.7,9.9,,7.9,Desempenho dentro do esperado.
627,203,2025-12-31,8.2,8.6,8.2,6.9,,8.0,Desempenho dentro do esperado.
628,205,2024-06-30,7.0,8.4,8.2,7.9,,7.9,Desempenho dentro do esperado.
629,205,2024-12-31,8.5,8.5,6.7,7.0,,7.7,Desempenho dentro do esperado.
630,205,2025-06-30,8.1,8.9,5.6,8.7,,7.8,Desempenho dentro do esperado.
631,205,2025-12-31,7.3,8.3,7.0,7.5,,7.5,Desempenho dentro do esperado.
632,206,2024-06-30,8.4,7.6,5.1,7.2,6.2,6.9,Desempenho dentro do esperado.
633,206,2024-12-31,6.7,8.9,7.4,8.1,6.0,7.4,Desempenho dentro do esperado.
634,206,2025-06-30,8.6,7.6,6.8,6.9,5.9,7.2,Desempenho dentro do esperado.
635,206,2025-12-31,9.7,9.1,7.7,6.5,5.0,7.6,Desempenho dentro do esperado.
636,207,2024-06-30,10.0,5.0,8.1,6.4,,7.4,Desempenho dentro do esperado.
637,207,2024-12-31,8.3,8.2,7.5,6.8,,7.7,Desempenho dentro do esperado.
638,207,2025-06-30,6.7,7.9,7.5,5.9,,7.0,Desempenho dentro do esperado.
639,207,2025-12-31,6.5,10.0,8.8,8.9,,8.6,Desempenho acima do esperado.
640,208,2024-06-30,7.4,8.3,6.9,5.1,,6.9,Desempenho dentro do esperado.
641,208,2024-12-31,8.1,9.6,6.2,7.2,,7.8,Desempenho dentro do esperado.
642,208,2025-06-30,6.0,8.0,5.3,7.3,,6.7,Desempenho dentro do esperado.
643,208,2025-12-31,7.6,8.2,7.5,7.2,,7.6,Desempenho dentro do esperado.
644,209,2024-06-30,5.2,6.0,5.8,8.5,,6.4,Desempenho dentro do esperado.
645,209,2024-12-31,6.6,9.0,8.5,7.3,,7.8,Desempenho dentro do esperado.
646,209,2025-06-30,4.6,8.8,8.5,8.0,,7.5,Desempenho dentro do esperado.
647,209,2025-12-31,8.5,8.8,7.9,6.4,,7.9,Desempenho dentro do esperado.
648,210,2024-06-30,6.5,7.7,5.9,9.4,,7.4,Desempenho dentro do esperado.
649,210,2024-12-31,5.7,8.6,7.4,7.0,,7.2,Desempenho dentro do esperado.
650,211,2024-06-30,7.7,7.5,7.4,7.7,,7.6,Desempenho dentro do esperado.
651,211,2024-12-31,8.3,8.8,7.2,9.3,,8.4,Desempenho dentro do esperado.
652,211,2025-06-30,8.1,7.7,7.0,8.1,,7.7,Desempenho dentro do esperado.
653,211,2025-12-31,8.3,7.9,7.2,6.7,,7.5,Desempenho dentro do esperado.
654,212,2024-06-30,8.5,6.3,9.5,7.4,6.4,7.6,Desempenho dentro do esperado.
655,212,2024-12-31,6.4,9.0,8.7,6.6,7.3,7.6,Desempenho dentro do esperado.
656,212,2025-06-30,8.3,6.2,7.6,5.2,8.0,7.1,Desempenho dentro do esperado.
657,212,2025-12-31,6.9,6.2,7.7,7.6,7.7,7.2,Desempenho dentro do esperado.
658,214,2024-06-30,8.5,5.9,5.2,6.0,,6.4,Desempenho dentro do esperado.
659,214,2024-12-31,8.1,7.7,5.7,6.7,,7.0,Desempenho dentro do esperado.
660,214,2025-06-30,8.0,7.5,8.5,8.1,,8.0,Desempenho dentro do esperado.
661,214,2025-12-31,7.9,6.4,6.1,6.4,,6.7,Desempenho dentro do esperado.
662,215,2024-06-30,9.0,10.0,6.8,6.5,,8.1,Desempenho dentro do esperado.
663,215,2024-12-31,7.9,7.5,7.9,6.9,,7.6,Desempenho dentro do esperado.
664,215,2025-06-30,8.0,8.9,7.2,8.6,,8.2,Desempenho dentro do esperado.
665,215,2025-12-31,8.2,8.1,10.0,6.3,,8.2,Desempenho dentro do esperado.
666,216,2025-06-30,7.8,10.0,8.4,4.1,,7.6,Desempenho dentro do esperado.
667,216,2025-12-31,6.9,5.6,9.0,8.9,,7.6,Desempenho dentro do esperado.
668,217,2024-06-30,7.2,6.9,8.1,6.6,8.1,7.4,Desempenho dentro do esperado.
669,217,2024-12-31,8.4,7.7,7.0,6.8,7.8,7.5,Desempenho dentro do esperado.
670,217,2025-06-30,8.4,9.2,7.0,6.1,9.5,8.0,Desempenho dentro do esperado.
671,217,2025-12-31,9.7,6.7,6.1,8.8,6.5,7.6,Desempenho dentro do esperado.
672,218,2024-06-30,8.2,6.3,8.0,6.4,6.9,7.2,Desempenho dentro do esperado.
673,218,2024-12-31,6.4,8.5,7.2,8.2,7.9,7.6,Desempenho dentro do esperado.
674,218,2025-06-30,6.9,5.9,7.7,9.8,7.7,7.6,Desempenho dentro do esperado.
675,218,2025-12-31,5.4,7.1,8.4,7.5,8.9,7.5,Desempenho dentro do esperado.
676,219,2024-06-30,6.5,5.6,7.5,9.8,,7.3,Desempenho dentro do esperado.
677,219,2024-12-31,6.5,7.1,10.0,6.5,,7.5,Desempenho dentro do esperado.
678,219,2025-06-30,7.2,8.3,7.7,7.1,,7.6,Desempenho dentro do esperado.
679,219,2025-12-31,6.5,7.7,7.9,5.9,,7.0,Desempenho dentro do esperado.
680,220,2024-06-30,8.1,7.4,8.9,5.2,,7.4,Desempenho dentro do esperado.
681,220,2024-12-31,6.6,6.3,6.6,7.3,,6.7,Desempenho dentro do esperado.
682,220,2025-06-30,4.2,9.4,7.3,5.7,,6.7,Desempenho dentro do esperado.
683,220,2025-12-31,5.8,7.8,10.0,7.8,,7.9,Desempenho dentro do esperado.
684,221,2024-06-30,5.9,7.5,8.3,7.0,,7.2,Desempenho dentro do esperado.
685,221,2024-12-31,6.9,7.8,10.0,9.6,,8.6,Desempenho acima do esperado.
686,221,2025-06-30,5.4,4.1,10.0,7.5,,6.8,Desempenho dentro do esperado.
687,222,2024-06-30,5.9,6.2,7.7,6.3,,6.5,Desempenho dentro do esperado.
688,222,2024-12-31,6.8,6.9,5.7,7.2,,6.7,Desempenho dentro do esperado.
689,222,2025-06-30,8.7,7.6,10.0,7.0,,8.3,Desempenho dentro do esperado.
690,222,2025-12-31,3.8,9.0,6.8,6.4,,6.5,Desempenho dentro do esperado.
691,223,2024-06-30,5.9,8.5,7.9,9.9,,8.1,Desempenho dentro do esperado.
692,223,2024-12-31,8.0,7.8,6.7,7.7,,7.5,Desempenho dentro do esperado.
693,223,2025-06-30,7.6,8.0,7.2,6.3,,7.3,Desempenho dentro do esperado.
694,223,2025-12-31,6.7,8.2,6.3,7.7,,7.2,Desempenho dentro do esperado.
695,224,2024-06-30,7.6,8.2,6.3,7.3,6.1,7.1,Desempenho dentro do esperado.
696,224,2024-12-31,6.7,6.6,8.5,6.5,7.0,7.1,Desempenho dentro do esperado.
697,224,2025-06-30,9.7,7.8,9.2,9.3,7.9,8.8,Desempenho acima do esperado.
698,224,2025-12-31,5.4,6.5,6.5,7.3,5.9,6.3,Desempenho dentro do esperado.
699,225,2024-06-30,5.2,9.0,6.7,6.7,5.7,6.7,Desempenho dentro do esperado.
700,225,2024-12-31,9.0,9.3,8.1,6.6,10.0,8.6,Desempenho acima do esperado.
701,225,2025-06-30,7.4,6.4,8.4,7.5,7.2,7.4,Desempenho dentro do esperado.
702,225,2025-12-31,7.3,8.7,5.7,7.0,8.2,7.4,Desempenho dentro do esperado.
703,226,2024-12-31,5.6,7.6,6.6,7.5,,6.8,Desempenho dentro do esperado.
704,226,2025-06-30,5.8,7.2,7.9,7.9,,7.2,Desempenho dentro do esperado.
705,226,2025-12-31,6.3,9.0,8.4,6.4,,7.5,Desempenho dentro do esperado.
706,227,2025-06-30,6.5,6.6,5.5,7.0,6.0,6.3,Desempenho dentro do esperado.
707,227,2025-12-31,8.8,7.9,7.1,5.6,6.2,7.1,Desempenho dentro do esperado.
708,228,2024-06-30,10.0,7.8,6.3,7.6,8.9,8.1,Desempenho dentro do esperado.
709,228,2024-12-31,7.4,5.8,5.6,7.9,4.7,6.3,Desempenho dentro do esperado.
710,228,2025-06-30,7.5,8.5,8.5,8.3,7.4,8.0,Desempenho dentro do esperado.
711,228,2025-12-31,8.0,9.5,6.6,8.8,8.8,8.3,Desempenho dentro do esperado.
712,229,2024-06-30,8.8,9.6,6.8,9.0,,8.6,Desempenho acima do esperado.
713,229,2024-12-31,8.3,7.3,7.4,7.8,,7.7,Desempenho dentro do esperado.
714,229,2025-06-30,6.3,7.4,7.7,6.5,,7.0,Desempenho dentro do esperado.
715,229,2025-12-31,6.9,7.6,8.6,8.0,,7.8,Desempenho dentro do esperado.
716,230,2024-06-30,6.6,7.6,9.7,7.2,,7.8,Desempenho dentro do esperado.
717,230,2024-12-31,8.6,7.3,8.9,6.8,,7.9,Desempenho dentro do esperado.
718,230,2025-06-30,5.6,7.0,6.3,7.2,,6.5,Desempenho dentro do esperado.
719,230,2025-12-31,5.7,6.2,6.4,10.0,,7.1,Desempenho dentro do esperado.
720,232,2025-06-30,7.9,6.6,10.0,6.7,,7.8,Desempenho dentro do esperado.
721,232,2025-12-31,4.1,7.8,6.2,8.2,,6.6,Desempenho dentro do esperado.
722,233,2024-06-30,8.3,6.5,7.9,7.9,6.2,7.4,Desempenho dentro do esperado.
723,233,2024-12-31,6.3,7.2,7.7,7.4,8.2,7.4,Desempenho dentro do esperado.
724,233,2025-06-30,6.5,6.7,8.0,8.8,8.0,7.6,Desempenho dentro do esperado.
725,233,2025-12-31,6.2,7.6,6.4,6.9,9.5,7.3,Desempenho dentro do esperado.
726,234,2025-12-31,6.9,8.8,7.2,7.4,6.6,7.4,Desempenho dentro do esperado.
727,235,2024-06-30,8.4,9.6,8.6,7.1,,8.4,Desempenho dentro do esperado.
728,235,2024-12-31,7.1,7.0,8.7,7.8,,7.6,Desempenho dentro do esperado.
729,235,2025-06-30,8.1,6.9,6.1,9.4,,7.6,Desempenho dentro do esperado.
730,235,2025-12-31,8.6,6.3,7.8,5.0,,6.9,Desempenho dentro do esperado.
731,237,2024-06-30,8.8,8.7,6.4,8.5,,8.1,Desempenho dentro do esperado.
732,237,2024-12-31,7.2,10.0,6.7,8.1,,8.0,Desempenho dentro do esperado.
733,237,2025-06-30,6.2,6.7,9.7,7.7,,7.6,Desempenho dentro do esperado.
734,237,2025-12-31,8.6,8.4,7.5,5.3,,7.5,Desempenho dentro do esperado.
735,238,2025-06-30,5.2,6.7,7.4,8.7,,7.0,Desempenho dentro do esperado.
736,238,2025-12-31,10.0,7.2,7.4,6.7,,7.8,Desempenho dentro do esperado.
737,239,2024-06-30,7.3,8.0,5.1,7.8,,7.0,Desempenho dentro do esperado.
738,239,2024-12-31,7.4,7.8,5.8,6.9,,7.0,Desempenho dentro do esperado.
739,239,2025-06-30,8.5,6.1,7.1,7.0,,7.2,Desempenho dentro do esperado.
740,239,2025-12-31,5.8,8.1,8.8,3.5,,6.5,Desempenho dentro do esperado.
741,240,2024-06-30,7.0,8.5,7.8,7.5,10.0,8.2,Desempenho dentro do esperado.
742,240,2024-12-31,6.6,6.2,6.8,6.8,9.3,7.1,Desempenho dentro do esperado.
743,240,2025-06-30,6.6,6.1,9.3,9.3,6.6,7.6,Desempenho dentro do esperado.
744,240,2025-12-31,7.9,6.2,9.0,6.8,5.1,7.0,Desempenho dentro do esperado.
745,241,2024-06-30,7.5,8.0,7.4,5.8,,7.2,Desempenho dentro do esperado.
746,241,2024-12-31,8.6,7.9,5.3,8.6,,7.6,Desempenho dentro do esperado.
747,241,2025-06-30,7.7,6.6,6.9,6.8,,7.0,Desempenho dentro do esperado.
748,241,2025-12-31,5.3,10.0,5.7,5.5,,6.6,Desempenho dentro do esperado.
749,242,2024-06-30,8.1,7.9,7.5,7.1,8.3,7.8,Desempenho dentro do esperado.
750,242,2024-12-31,7.4,8.6,6.9,5.8,6.2,7.0,Desempenho dentro do esperado.
751,242,2025-06-30,6.5,6.4,8.1,8.2,6.7,7.2,Desempenho dentro do esperado.
752,242,2025-12-31,6.6,5.6,5.4,7.3,8.1,6.6,Desempenho dentro do esperado.
753,243,2024-12-31,7.4,5.9,6.2,8.7,,7.0,Desempenho dentro do esperado.
754,243,2025-06-30,8.0,9.1,7.7,5.4,,7.5,Desempenho dentro do esperado.
755,243,2025-12-31,8.3,8.4,7.1,9.1,,8.2,Desempenho dentro do esperado.
756,244,2024-06-30,7.5,8.5,6.5,9.4,7.5,7.9,Desempenho dentro do esperado.
757,244,2024-12-31,6.3,3.7,5.8,6.6,5.6,5.6,Plano de desenvolvimento recomendado.
758,244,2025-06-30,8.7,6.2,6.9,8.1,6.1,7.2,Desempenho dentro do esperado.
759,244,2025-12-31,8.0,8.9,9.6,9.2,4.9,8.1,Desempenho dentro do esperado.
760,245,2025-12-31,7.9,8.9,6.7,7.0,,7.6,Desempenho dentro do esperado.
761,246,2024-06-30,8.4,5.8,6.6,8.8,6.0,7.1,Desempenho dentro do esperado.
762,246,2024-12-31,8.1,9.0,6.2,8.5,7.7,7.9,Desempenho dentro do esperado.
763,246,2025-06-30,7.4,6.1,6.9,8.4,9.5,7.7,Desempenho dentro do esperado.
764,246,2025-12-31,8.1,7.3,5.5,7.4,9.8,7.6,Desempenho dentro do esperado.
765,247,2024-06-30,7.1,8.0,8.2,5.4,,7.2,Desempenho dentro do esperado.
766,247,2024-12-31,5.2,7.5,5.8,8.2,,6.7,Desempenho dentro do esperado.
767,247,2025-06-30,7.3,7.5,8.4,6.1,,7.3,Desempenho dentro do esperado.
768,247,2025-12-31,8.3,9.7,5.4,6.2,,7.4,Desempenho dentro do esperado.
769,248,2024-06-30,7.1,7.5,9.5,7.1,6.2,7.5,Desempenho dentro do esperado.
770,248,2024-12-31,7.3,6.3,6.9,7.8,8.5,7.4,Desempenho dentro do esperado.
771,248,2025-06-30,5.9,6.1,7.1,7.2,5.4,6.3,Desempenho dentro do esperado.
772,248,2025-12-31,4.3,8.8,6.1,5.3,7.3,6.4,Desempenho dentro do esperado.
773,249,2024-06-30,6.0,7.3,7.7,5.8,,6.7,Desempenho dentro do esperado.
774,249,2024-12-31,8.4,8.2,7.1,8.2,,8.0,Desempenho dentro do esperado.
775,249,2025-06-30,8.1,5.5,7.1,8.1,,7.2,Desempenho dentro do esperado.
776,249,2025-12-31,8.0,5.8,6.7,10.0,,7.6,Desempenho dentro do esperado.
777,250,2024-06-30,6.4,7.3,4.9,8.4,6.7,6.7,Desempenho dentro do esperado.
778,250,2024-12-31,4.0,8.5,5.7,5.9,8.2,6.5,Desempenho dentro do esperado.
779,250,2025-06-30,6.2,5.7,7.3,7.0,7.2,6.7,Desempenho dentro do esperado.
780,250,2025-12-31,6.1,9.4,7.9,7.0,7.5,7.6,Desempenho dentro do esperado.
781,251,2025-12-31,6.5,6.3,7.0,8.9,,7.2,Desempenho dentro do esperado.
782,252,2024-06-30,7.5,4.3,7.8,9.1,7.3,7.2,Desempenho dentro do esperado.
783,252,2024-12-31,8.8,6.8,9.9,6.6,6.9,7.8,Desempenho dentro do esperado.
784,252,2025-06-30,5.3,5.8,8.4,7.9,9.9,7.5,Desempenho dentro do esperado.
785,252,2025-12-31,8.1,7.2,6.0,8.1,5.4,7.0,Desempenho dentro do esperado.
786,253,2024-06-30,4.5,7.1,6.4,5.5,,5.9,Plano de desenvolvimento recomendado.
787,253,2024-12-31,9.3,6.8,7.9,7.8,,8.0,Desempenho dentro do esperado.
788,253,2025-06-30,6.3,5.2,7.3,4.9,,5.9,Plano de desenvolvimento recomendado.
789,253,2025-12-31,6.0,8.7,7.3,5.8,,6.9,Desempenho dentro do esperado.
790,255,2025-12-31,7.0,6.4,7.2,6.3,,6.7,Desempenho dentro do esperado.
791,256,2024-06-30,8.3,10.0,6.0,6.7,,7.8,Desempenho dentro do esperado.
792,256,2024-12-31,6.1,5.9,7.0,6.6,,6.4,Desempenho dentro do esperado.
793,256,2025-06-30,7.1,7.1,8.9,6.0,,7.3,Desempenho dentro do esperado.
794,256,2025-12-31,9.0,3.4,8.3,8.7,,7.3,Desempenho dentro do esperado.
795,257,2024-06-30,8.2,6.5,7.9,8.2,,7.7,Desempenho dentro do esperado.
796,257,2024-12-31,8.3,6.6,6.5,6.5,,7.0,Desempenho dentro do esperado.
797,257,2025-06-30,6.1,4.5,6.0,8.8,,6.3,Desempenho dentro do esperado.
798,257,2025-12-31,5.9,4.6,9.1,8.6,,7.0,Desempenho dentro do esperado.
799,258,2024-06-30,8.2,7.8,9.5,6.4,,8.0,Desempenho dentro do esperado.
800,258,2024-12-31,5.4,5.9,7.4,6.5,,6.3,Desempenho dentro do esperado.
801,259,2024-06-30,8.2,8.3,9.7,7.1,,8.3,Desempenho dentro do esperado.
802,259,2024-12-31,6.3,5.7,8.5,9.1,,7.4,Desempenho dentro do esperado.
803,259,2025-06-30,7.5,6.3,6.1,7.4,,6.8,Desempenho dentro do esperado.
804,259,2025-12-31,6.3,8.7,6.5,8.6,,7.5,Desempenho dentro do esperado.
805,260,2024-06-30,8.3,6.3,4.9,7.3,,6.7,Desempenho dentro do esperado.
806,260,2024-12-31,9.3,9.6,8.9,8.2,,9.0,Desempenho acima do esperado.
807,260,2025-06-30,6.8,6.8,6.1,7.3,,6.8,Desempenho dentro do esperado.
808,260,2025-12-31,6.1,6.0,7.7,7.3,,6.8,Desempenho dentro do esperado.
809,262,2024-06-30,5.6,7.5,5.9,6.1,,6.3,Desempenho dentro do esperado.
810,262,2024-12-31,9.1,8.8,7.9,8.1,,8.5,Desempenho acima do esperado.
811,262,2025-06-30,7.6,8.4,8.5,7.6,,8.0,Desempenho dentro do esperado.
812,262,2025-12-31,8.6,5.1,7.6,6.7,,7.0,Desempenho dentro do esperado.
813,263,2025-06-30,8.3,6.7,7.4,7.2,,7.4,Desempenho dentro do esperado.
814,263,2025-12-31,5.6,7.8,8.0,7.9,,7.3,Desempenho dentro do esperado.
815,264,2025-12-31,8.0,7.0,7.0,6.7,9.7,7.7,Desempenho dentro do esperado.
816,265,2024-06-30,7.2,9.7,7.9,9.0,,8.4,Desempenho dentro do esperado.
817,265,2024-12-31,6.3,5.8,7.1,8.6,,6.9,Desempenho dentro do esperado.
818,265,2025-06-30,6.2,5.3,7.6,4.7,,6.0,Desempenho dentro do esperado.
819,265,2025-12-31,7.6,9.1,8.5,6.2,,7.8,Desempenho dentro do esperado.
820,266,2024-06-30,7.2,6.4,8.4,7.5,7.3,7.4,Desempenho dentro do esperado.
821,266,2024-12-31,6.3,5.6,7.9,7.1,7.5,6.9,Desempenho dentro do esperado.
822,266,2025-06-30,5.8,4.8,5.5,4.4,7.8,5.7,Plano de desenvolvimento recomendado.
823,266,2025-12-31,7.3,7.9,6.8,7.0,6.4,7.1,Desempenho dentro do esperado.
824,267,2025-12-31,7.9,6.6,6.9,8.2,,7.4,Desempenho dentro do esperado.
825,268,2024-06-30,10.0,7.9,9.9,5.6,,8.3,Desempenho dentro do esperado.
826,268,2024-12-31,8.2,6.6,8.2,6.2,,7.3,Desempenho dentro do esperado.
827,268,2025-06-30,9.7,6.2,5.6,6.2,,6.9,Desempenho dentro do esperado.
828,268,2025-12-31,7.0,7.5,7.8,8.2,,7.6,Desempenho dentro do esperado.
829,269,2024-06-30,8.5,7.3,9.2,7.0,7.9,8.0,Desempenho dentro do esperado.
830,269,2024-12-31,7.9,9.2,7.5,10.0,7.6,8.4,Desempenho dentro do esperado.
831,269,2025-06-30,7.7,8.7,7.0,8.0,7.8,7.8,Desempenho dentro do esperado.
832,269,2025-12-31,8.9,7.8,6.8,8.8,7.3,7.9,Desempenho dentro do esperado.
833,270,2024-12-31,8.8,7.6,5.8,5.3,,6.9,Desempenho dentro do esperado.
834,270,2025-06-30,5.3,6.4,6.9,7.5,,6.5,Desempenho dentro do esperado.
835,270,2025-12-31,6.8,9.6,5.7,8.0,,7.5,Desempenho dentro do esperado.
836,271,2024-06-30,8.4,10.0,7.9,6.3,7.7,8.1,Desempenho dentro do esperado.
837,271,2024-12-31,9.6,7.5,7.6,7.9,7.2,8.0,Desempenho dentro do esperado.
838,271,2025-06-30,5.8,9.0,6.1,6.3,5.8,6.6,Desempenho dentro do esperado.
839,271,2025-12-31,7.0,7.6,7.3,8.6,7.0,7.5,Desempenho dentro do esperado.
840,272,2024-06-30,7.7,7.8,7.6,6.3,,7.3,Desempenho dentro do esperado.
841,272,2024-12-31,8.7,6.5,6.4,8.8,,7.6,Desempenho dentro do esperado.
842,272,2025-06-30,9.0,7.0,3.4,6.2,,6.4,Desempenho dentro do esperado.
843,272,2025-12-31,9.4,7.5,7.2,9.2,,8.3,Desempenho dentro do esperado.
844,273,2024-06-30,5.7,8.6,9.5,6.8,6.7,7.5,Desempenho dentro do esperado.
845,273,2024-12-31,8.5,7.6,7.8,6.8,7.8,7.7,Desempenho dentro do esperado.
846,273,2025-06-30,6.6,5.9,7.0,8.3,7.0,7.0,Desempenho dentro do esperado.
847,273,2025-12-31,9.2,7.5,7.8,6.1,8.5,7.8,Desempenho dentro do esperado.
848,274,2024-06-30,8.4,5.8,7.6,5.8,9.2,7.4,Desempenho dentro do esperado.
849,274,2024-12-31,6.8,7.1,7.8,8.3,7.5,7.5,Desempenho dentro do esperado.
850,274,2025-06-30,5.6,5.8,7.5,6.7,7.8,6.7,Desempenho dentro do esperado.
851,274,2025-12-31,7.7,6.9,6.6,7.5,7.2,7.2,Desempenho dentro do esperado.
852,275,2024-06-30,3.5,7.6,9.0,7.1,,6.8,Desempenho dentro do esperado.
853,275,2024-12-31,9.2,7.0,9.4,6.6,,8.1,Desempenho dentro do esperado.
854,275,2025-06-30,10.0,7.4,7.9,8.3,,8.4,Desempenho dentro do esperado.
855,275,2025-12-31,6.1,8.3,5.7,6.1,,6.5,Desempenho dentro do esperado.
856,276,2024-06-30,8.4,4.7,6.6,8.1,7.8,7.1,Desempenho dentro do esperado.
857,276,2024-12-31,8.5,8.0,9.6,4.8,8.3,7.8,Desempenho dentro do esperado.
858,276,2025-06-30,8.0,6.3,7.0,7.6,7.6,7.3,Desempenho dentro do esperado.
859,276,2025-12-31,9.1,5.1,4.1,7.9,7.9,6.8,Desempenho dentro do esperado.
860,278,2024-06-30,6.3,8.5,6.7,4.3,,6.5,Desempenho dentro do esperado.
861,278,2024-12-31,6.6,5.2,7.7,7.5,,6.8,Desempenho dentro do esperado.
862,278,2025-06-30,6.9,8.1,5.3,8.6,,7.2,Desempenho dentro do esperado.
863,278,2025-12-31,6.2,8.2,9.3,8.6,,8.1,Desempenho dentro do esperado.
864,279,2024-06-30,6.3,7.4,6.4,7.4,6.3,6.8,Desempenho dentro do esperado.
865,279,2024-12-31,8.0,6.7,7.4,5.8,6.2,6.8,Desempenho dentro do esperado.
866,279,2025-06-30,7.1,8.9,9.1,7.3,6.7,7.8,Desempenho dentro do esperado.
867,279,2025-12-31,6.8,7.9,7.0,7.0,6.8,7.1,Desempenho dentro do esperado.
868,280,2024-06-30,6.8,7.7,8.5,5.4,,7.1,Desempenho dentro do esperado.
869,280,2024-12-31,8.6,7.8,6.7,6.8,,7.5,Desempenho dentro do esperado.
870,280,2025-06-30,5.4,6.0,8.4,9.9,,7.4,Desempenho dentro do esperado.
871,280,2025-12-31,5.7,6.3,7.7,6.4,,6.5,Desempenho dentro do esperado.
872,281,2024-12-31,9.1,7.5,7.6,8.0,,8.1,Desempenho dentro do esperado.
873,282,2025-12-31,7.9,8.0,7.5,7.5,,7.7,Desempenho dentro do esperado.
874,283,2024-06-30,6.1,7.1,6.9,8.3,7.4,7.2,Desempenho dentro do esperado.
875,283,2024-12-31,6.8,6.7,7.3,8.5,4.8,6.8,Desempenho dentro do esperado.
876,283,2025-06-30,6.1,6.1,7.8,7.2,6.3,6.7,Desempenho dentro do esperado.
877,283,2025-12-31,7.7,8.0,5.8,6.7,5.1,6.7,Desempenho dentro do esperado.
878,284,2024-06-30,8.1,8.7,6.1,9.1,,8.0,Desempenho dentro do esperado.
879,284,2024-12-31,7.9,8.2,6.3,8.3,,7.7,Desempenho dentro do esperado.
880,284,2025-06-30,9.0,7.0,7.7,6.1,,7.5,Desempenho dentro do esperado.
881,284,2025-12-31,6.6,5.9,6.2,8.5,,6.8,Desempenho dentro do esperado.
882,285,2024-06-30,8.4,6.8,7.9,5.7,,7.2,Desempenho dentro do esperado.
883,285,2024-12-31,9.4,5.9,8.1,7.2,,7.7,Desempenho dentro do esperado.
884,285,2025-06-30,6.3,7.8,4.9,9.4,,7.1,Desempenho dentro do esperado.
885,285,2025-12-31,9.1,8.7,8.4,7.6,,8.4,Desempenho dentro do esperado.
886,286,2024-06-30,8.3,7.2,5.3,6.6,,6.8,Desempenho dentro do esperado.
